"rearn","tearn","ssi","welfare","charity","sex","race","immig","educ_r","r_age","workmos","workhrs"
-5,0,0,0,0,2,3,1,1,58,11,35
31000,29000,0,0,0,2,3,0,4,42,10,40
23000,21000,0,0,0,1,3,1,2,57,12,40
10000,100,0,0,0,1,3,0,4,35,12,50
19200,0,0,0,0,2,3,0,3,24,12,70
6000,0,0,0,0,1,3,1,3,29,11,40
8000,20000,0,0,0,2,3,1,3,26,12,30
-5,0,0,0,0,1,4,1,3,21,8,40
30000,0,0,0,0,1,2,0,4,24,12,30
-5,-5,0,0,0,1,4,1,3,38,12,40
30000,2400,0,0,0,1,2,1,4,34,12,40
80000,91000,0,0,0,2,2,0,4,37,12,50
61000,0,0,0,0,1,4,0,3,38,12,40
36000,37000,0,0,0,2,1,0,4,30,12,40
20000,35000,0,0,0,2,1,0,3,35,12,50
30000,0,0,0,0,2,1,0,2,57,12,35
14000,0,0,0,0,1,4,1,2,38,6,56
10000,0,0,0,0,1,4,1,1,30,10,30
0,0,0,0,0,2,3,1,4,45,0,0
-5,0,0,0,0,2,2,0,2,58,12,40
30000,0,0,0,0,2,1,0,2,55,12,35
38000,50000,0,0,0,2,3,1,4,40,11,40
26000,0,0,0,0,1,NA,0,2,51,12,37
65000,60000,0,0,0,2,1,0,3,40,12,40
11200,0,0,0,0,2,2,1,3,41,8,40
0,0,0,0,0,1,2,0,1,70,0,0
45000,0,0,0,0,2,1,0,3,37,9,40
64800,0,0,0,0,2,1,0,2,28,12,38
82000,250000,0,0,0,2,1,1,4,39,12,60
21000,0,0,0,0,1,2,1,4,25,12,42
3200,0,0,0,0,2,3,0,2,26,8,15
80000,0,0,0,0,1,4,0,3,47,12,55
0,0,0,1,0,1,3,0,1,50,0,0
0,0,0,0,0,1,3,1,1,26,0,0
0,0,0,0,0,2,1,1,4,41.3242301940918,0,0
2900,3400,0,0,0,2,2,NA,2,48,12,40
0,0,0,0,0,2,3,0,2,75,0,0
19000,0,0,0,0,1,2,1,3,40,12,46
1400,0,0,0,0,2,2,0,1,18,3,50
0,30000,0,0,0,2,2,0,3,31,9,40
71000,0,0,0,0,2,3,0,4,29,12,42.2999992370605
3600,30000,0,0,0,2,1,0,3,35,12,50
0,0,0,0,0,2,3,0,3,41.3242301940918,0,0
0,0,0,0,0,2,2,0,1,47,0,0
50000,40000,0,0,0,1,1,0,4,28,12,40
40000,0,0,0,0,2,3,1,4,30,12,40
0,-5,0,0,0,2,1,1,1,58,10,44
650,-5,0,0,0,1,3,1,4,30,11,10
0,0,1,0,0,2,1,0,2,81,0,0
0,-5,0,0,0,2,3,1,NA,50,12,42.2999992370605
0,0,1,0,0,1,3,0,1,70,0,0
35000,0,0,0,0,2,2,0,3,32,12,37
60000,0,0,0,0,2,2,0,4,47,12,35
35000,0,0,0,0,2,3,0,4,25,12,30
0,0,0,0,0,2,2,0,1,70,0,0
-5,0,0,0,0,1,3,1,3,33,10,40
43000,0,0,0,0,2,2,1,3,53,12,37
-5,0,0,0,0,2,4,1,3,22,12,35
610,0,0,0,0,1,1,0,4,80,3,3
0,0,0,0,0,1,2,1,3,80,0,0
14400,0,0,0,0,2,3,1,2,31,12,40
-5,0,0,0,0,1,3,1,1,39,4,50
0,-5,0,0,0,2,4,0,4,58,12,40
8000,74000,0,0,0,1,4,0,4,23,12,40
-5,-5,0,0,0,2,4,1,4,25,12,45
48000,520000,0,0,0,2,NA,0,4,39,12,16
0,-5,0,0,0,2,1,0,2,44,12,40
60000,0,0,0,0,1,1,0,2,50,12,35
648,-5,0,0,0,2,2,1,1,47,1,32
24600,0,0,0,0,2,2,1,3,42,12,38
0,0,0,0,0,1,2,0,2,18,0,0
45000,0,0,0,0,1,2,0,2,27,12,50
0,0,0,0,0,2,2,0,4,26,0,0
70000,70000,0,0,0,2,1,0,3,49,12,40
0,0,0,0,0,1,1,1,2,26,0,0
39000,0,0,0,0,2,2,0,3,49,12,37
6000,0,0,0,0,1,3,1,1,33,3,40
78000,80000,0,0,0,1,1,0,4,27,9,65
0,0,0,0,0,2,2,0,3,65,0,0
100000,0,0,0,0,2,1,0,4,54,12,45
45000,0,0,0,0,2,1,1,4,28,12,55
37000,0,0,0,0,1,3,1,1,61,10,60
45000,0,0,0,0,1,1,0,4,24,12,40
0,0,0,1,0,2,3,0,1,36,0,0
-5,0,0,0,0,1,1,0,2,40,11,40
63000,0,0,0,0,1,1,0,2,46,12,40
75000,0,0,0,0,2,1,0,4,31,12,55
-5,0,0,0,0,1,1,0,3,19,4,40
13440,0,0,0,0,1,2,1,2,18,12,24
-5,-5,0,0,0,2,3,1,1,23,12,42.2999992370605
-5,0,0,0,0,2,3,0,3,19,2,40
0,0,0,0,0,1,2,1,2,22,0,0
30000,0,0,0,0,1,1,1,4,24,12,30
-5,-9,0,0,0,2,4,1,2,32,12,40
5000,0,0,0,0,1,1,0,3,23,1,15
0,50000,0,0,0,1,2,0,3,58,12,40
8400,0,0,0,0,1,2,0,2,27,3,30
0,0,0,1,0,2,3,1,3,22,0,0
39000,0,0,0,0,1,3,0,1,37,12,35
500,0,0,0,0,2,2,1,3,50,2,10
-5,0,0,0,0,2,3,1,1,44,12,40
55000,0,0,0,0,1,1,0,4,51,12,40
0,1800,0,0,0,2,1,0,4,77,11,42.2999992370605
0,21600,0,0,0,1,2,0,3,70,12,40
16000,5000,0,0,0,1,2,1,3,31,12,60
77000,65000,0,0,0,1,1,0,4,46,12,37
50000,50000,0,0,0,2,2,1,4,35,12,40
0,0,0,0,0,2,1,0,3,85,0,0
33000,0,0,0,0,2,1,0,4,30,12,44
0,0,0,0,0,2,2,1,2,74,0,0
0,0,0,0,0,2,2,0,2,19,0,0
-5,0,0,0,0,2,3,1,1,61,10,72
54000,75000,0,0,0,2,2,0,3,35,12,64
5760,0,0,0,0,1,3,1,2,41.3242301940918,1,40
-5,0,0,0,0,1,4,1,4,41.3242301940918,12,50
-9,0,0,0,0,2,1,0,3,41.3242301940918,0,0
19200,0,0,0,0,1,3,0,2,38,12,40
58000,0,0,0,0,2,2,0,3,59,12,60
0,0,0,0,0,2,3,1,4,68,0,0
0,0,0,0,0,1,4,1,4,24,0,0
0,0,0,1,0,2,2,0,1,74,0,0
-5,-5,0,0,0,2,3,1,2,42,11,40
0,0,0,0,0,1,3,0,3,74,0,0
70000,0,0,0,0,2,1,0,4,31,9,60
100000,100000,0,0,0,1,1,0,4,55,12,60
16500,0,0,0,0,1,3,1,1,41,12,40
100000,0,0,0,0,1,4,0,4,38,12,40
100000,0,0,0,0,1,1,0,4,72,12,35
-5,-5,0,0,0,2,1,0,4,29,12,60
68000,0,0,0,0,2,2,0,4,47,12,42.2999992370605
19200,21600,0,0,0,2,3,0,3,32,12,40
10000,52000,0,0,0,1,3,1,1,53,12,40
52000,0,0,0,0,2,1,0,4,54,10,32
12000,0,0,0,0,1,3,1,3,31,12,65
12500,0,0,0,0,2,4,0,3,25,4,6
43000,35000,0,0,0,1,3,1,4,30,12,40
28000,0,0,0,0,1,3,1,1,42,12,40
45000,45000,0,0,0,2,1,0,2,46,12,40
10000,-5,0,0,0,2,1,0,3,60,12,16
130000,35000,0,0,0,2,1,0,4,34,12,50
0,0,0,0,0,2,4,1,2,50,0,0
30000,0,0,0,0,1,1,0,4,46,12,35
600000,0,0,0,0,2,2,0,4,47,12,70
6000,0,0,1,0,2,3,0,1,18,9,30
-5,-5,0,0,0,2,2,0,3,58,12,35
-5,0,0,0,0,2,1,NA,2,29,12,42.2999992370605
50000,-5,0,0,0,1,2,1,4,40,12,40
10000,0,0,0,0,1,3,0,1,54,12,40
0,0,0,0,0,2,3,1,3,39,0,0
42000,0,0,0,0,2,1,1,4,34,12,85
12000,0,0,1,0,1,2,0,2,40,11,50
17500,5000,0,0,0,1,2,0,2,41,12,40
16000,22000,0,0,0,2,2,1,2,31,12,60
0,0,1,0,0,2,3,1,3,71,0,0
-5,0,0,0,0,1,NA,1,4,72,2,6
32000,40000,0,0,0,2,1,1,4,52,12,60
5000,0,0,0,0,2,3,0,3,26,5,25
0,-5,0,0,0,1,3,1,1,33,9,40
45000,0,0,0,0,2,2,0,4,35,6,50
60000,35000,0,0,0,1,4,1,2,34,12,40
1320,0,0,0,0,1,2,0,2,19,3,30
29000,0,0,0,0,2,2,1,2,51,12,56
0,50000,0,0,0,2,3,0,2,43,12,8
165000,0,0,0,0,1,1,0,4,38,12,50
35000,0,0,0,0,1,1,0,4,31,12,40
27500,35000,0,0,0,2,1,0,4,27,12,40
5000,100000,0,0,0,2,1,0,4,26,12,40
55000,42500,0,0,0,2,2,1,3,38,12,50
40000,0,0,0,0,2,1,0,4,31,10,30
0,0,0,0,0,2,1,1,4,77,0,0
0,0,0,0,0,2,1,0,2,75,0,0
0,0,0,0,0,2,1,0,3,47,0,0
-9,0,0,0,0,2,2,1,NA,70,0,0
0,0,0,0,0,1,2,0,4,40,0,0
0,0,1,0,0,1,3,0,1,28,0,0
16000,40000,0,0,0,2,1,0,2,57,12,40
-5,-5,0,0,0,2,3,1,1,22,10,40
0,0,0,0,0,1,3,0,1,18,0,0
54200,0,0,0,0,2,1,1,2,38,12,40
0,0,1,0,0,2,1,1,2,84,0,0
-5,0,0,0,0,1,2,0,2,38,12,7
4000,0,0,0,0,2,1,0,4,64,6,40
53000,0,0,0,0,2,1,0,4,63,12,55
0,75000,0,0,0,2,NA,1,4,35,12,9
30000,21600,0,0,0,1,3,1,1,54,12,40
18000,0,0,0,0,2,3,1,3,40,12,40
100000,500000,0,0,0,2,1,0,4,54,12,35
12000,0,0,0,0,1,4,1,3,58,12,40
34000,0,0,0,0,2,2,0,3,29,12,40
-5,-5,0,0,0,2,4,0,2,27,12,35
14000,0,0,0,1,2,2,0,4,30,7,40
35000,17500,0,0,0,1,3,1,3,51,10,40
25000,0,0,0,0,2,2,0,2,49,12,37
0,0,0,0,0,2,1,0,2,53,0,0
9600,0,0,0,0,2,1,1,2,21,12,40
1920,0,0,1,0,2,2,0,2,26,3,20
0,0,0,0,0,1,3,1,1,24,0,0
24000,0,0,0,0,2,2,0,2,51,12,40
-5,0,0,0,0,1,1,0,2,41,12,35
40000,0,0,0,0,1,1,0,3,61,12,37
0,35000,0,0,0,2,3,1,2,24,12,45
5000,0,0,1,0,2,2,0,2,36,4,4
10000,12500,0,0,0,2,2,1,1,59,12,42
-5,0,0,0,0,2,4,0,4,23,12,40
-5,-5,0,0,0,2,1,0,4,58,12,50
450000,0,0,0,0,1,3,NA,4,35,12,70
-5,0,0,0,0,1,1,0,4,26,12,40
350000,0,0,0,0,2,1,0,4,55,12,60
14400,0,0,0,0,1,3,1,1,70,12,30
35000,0,0,0,0,2,2,0,3,38,12,37
32000,30000,0,0,0,2,1,0,4,26,9,45
-9,-9,0,0,0,2,3,NA,3,44,0,0
40000,0,0,0,0,2,4,1,4,38,12,37
0,0,0,0,0,2,2,0,1,75,0,0
0,0,0,0,0,2,1,0,2,80,0,0
80000,54000,0,0,0,2,3,1,4,41,12,30
100000,0,0,0,0,1,1,0,4,37,12,40
2640,17500,0,0,0,2,4,1,2,32,12,50
36000,0,0,0,0,2,3,0,3,34,12,32
45000,0,0,0,0,2,2,0,4,28,10,40
50000,0,0,0,0,1,4,1,4,24,12,40
52000,95000,0,0,0,2,1,0,4,59,12,35
36000,65000,0,0,0,2,1,0,4,27,12,80
0,-5,0,0,0,1,3,0,4,53,12,40
55000,0,0,0,0,2,2,0,3,43,12,40
17500,17500,0,0,0,1,4,1,NA,58,12,40
-5,-5,0,0,0,1,1,0,3,43,12,40
20000,32000,0,0,0,2,2,1,3,22,12,45
0,-5,0,0,0,2,3,1,2,28,12,40
26000,0,0,0,0,1,3,0,2,22,12,40
9984,0,0,0,0,2,3,1,2,33,12,48
0,0,0,0,0,2,2,0,2,56,0,0
15000,0,0,0,0,2,3,1,3,49,12,32
-5,0,0,0,0,1,3,1,4,42,12,35
100000,0,0,0,0,1,1,0,4,37,12,40
0,0,0,0,0,2,3,1,1,51,0,0
0,0,0,0,0,2,1,0,2,77,0,0
0,0,0,0,0,1,1,0,4,66,0,0
0,50000,0,0,0,1,1,0,3,75,12,50
-5,-5,0,0,0,2,1,0,2,43,9,25
-5,-9,0,0,0,2,1,0,3,28,11,42.2999992370605
-5,-5,0,0,0,1,NA,0,4,41.3242301940918,11,40
0,0,0,0,0,2,3,1,4,70,0,0
-5,0,0,0,0,1,4,1,4,45,12,40
0,0,1,0,0,2,2,0,3,79,0,0
50000,80000,0,0,0,2,1,0,3,49,12,35
40000,82000,0,0,0,2,1,0,4,44,12,35
-5,24000,0,0,0,1,4,1,4,61,12,30
30000,35000,0,0,0,2,2,0,2,44,12,40
40000,200000,0,0,0,2,1,0,4,35,12,50
80000,0,0,0,0,1,1,0,4,29,12,65
80000,100000,0,0,0,2,1,1,4,54,12,72
75000,0,0,0,0,2,NA,1,4,48,9,45
85000,130000,0,0,0,2,4,1,4,32,12,80
0,0,1,0,0,1,3,1,3,64,0,0
70000,0,0,0,0,1,2,0,4,41.3242301940918,12,35
25000,-5,0,0,0,2,1,0,3,43,12,40
12000,0,0,0,0,2,1,0,4,28,4,40
0,0,0,0,0,2,1,0,2,78,0,0
25000,41000,0,0,0,2,3,1,3,28,12,40
61000,25000,0,0,0,2,1,0,4,52,12,35
10800,0,0,0,0,1,3,1,1,24,10,40
0,35000,0,0,0,2,4,1,4,26,12,40
35000,0,0,0,0,1,2,0,2,33,12,40
0,0,1,0,0,1,1,0,3,58,0,0
0,40000,0,0,0,2,1,0,3,56,10,35
6000,-5,0,0,0,2,1,1,3,37,6,26
23000,0,0,0,0,2,2,0,4,38,12,40
40000,60000,0,0,0,1,3,1,3,29,12,40
19200,0,0,0,0,2,2,0,4,52,12,48
-5,0,0,0,0,2,1,0,4,36,12,40
95000,0,0,0,0,1,NA,0,4,31,9,40
0,-5,0,0,0,2,1,0,3,47,12,42.2999992370605
15000,0,0,0,0,1,1,0,4,27,9,30
0,0,0,0,0,2,1,0,4,60,0,0
18000,33600,0,0,0,2,2,0,2,35,12,40
0,17500,0,0,0,2,4,1,1,30,12,42.2999992370605
23000,0,0,0,0,2,2,0,2,38,12,40
-5,-5,0,0,0,1,3,1,3,37,12,35
10000,0,0,0,0,2,3,1,3,18,12,16
3000,30000,0,0,0,2,4,1,3,29,12,40
1040,0,0,1,0,2,3,1,1,38,2,35
-5,0,0,1,0,2,3,1,1,27,12,40
8000,15000,0,1,0,2,2,0,2,26,8,60
8000,0,0,0,0,2,2,1,3,27,6,12
7000,0,0,1,0,1,2,0,2,44,10,8
21000,21000,0,0,0,2,2,1,4,32,12,40
-5,-5,0,0,0,1,NA,0,4,41.3242301940918,12,50
-5,0,0,0,0,1,1,1,4,30,12,45
2880,19200,0,0,0,1,4,1,3,26,12,40
300000,30000,0,0,0,1,1,0,4,55,12,50
110000,0,0,0,0,1,1,0,4,57,12,45
0,0,0,0,0,1,3,0,1,79,0,0
7000,0,0,0,0,2,3,1,1,49,12,50
70000,0,0,0,0,1,1,1,4,34,8,30
-5,0,0,0,0,2,1,1,2,70,12,7
9500,0,0,0,0,1,1,1,2,23,12,27
0,12000,0,0,0,2,3,1,1,40,12,40
-5,0,0,0,0,1,2,0,2,28,8,42.2999992370605
0,0,0,0,0,1,2,0,1,71,0,0
62000,0,0,0,0,2,1,0,4,31,12,45
0,200000,0,0,0,2,1,0,4,44,12,60
0,0,0,0,0,2,2,0,2,74,0,0
400000,400000,0,0,0,2,1,0,2,49,12,30
0,100000,0,0,0,2,1,0,4,29,12,75
28000,7500,0,0,0,2,2,0,4,33,12,40
8400,0,0,0,0,2,3,1,1,45,7,40
0,0,1,0,0,1,1,0,3,38,0,0
0,0,0,0,0,2,3,1,2,65,0,0
0,0,0,0,0,2,1,0,3,68,0,0
-5,0,0,0,0,1,4,1,2,18,11,42.2999992370605
12500,-9,0,0,0,2,2,1,2,30,12,35
70000,70000,0,0,0,2,2,0,4,54,12,40
0,0,0,0,0,1,2,1,1,64,0,0
46000,0,0,0,0,2,2,1,3,44,12,61
0,35000,0,0,0,2,2,1,1,62,12,40
0,12000,0,0,0,2,4,1,1,47,2,42.2999992370605
0,0,0,0,0,1,1,0,2,60,0,0
0,-5,0,0,0,2,1,0,4,60,12,40
32000,40000,0,0,0,2,3,0,1,22,12,40
-5,-5,0,0,0,2,3,1,3,27,10,35
10000,0,0,0,0,2,2,0,3,21,11,35
0,0,0,0,0,2,2,0,2,70,0,0
30000,0,0,0,0,1,NA,1,3,27,12,60
27000,0,0,0,0,2,3,1,3,38,12,35
55000,100000,0,0,0,2,1,0,4,53,12,40
0,0,0,0,0,1,2,0,1,38,0,0
10000,0,0,0,0,1,4,1,3,52,12,40
35000,0,0,0,0,2,3,0,2,31,12,35
100000,20000,0,0,0,1,3,1,4,34,12,60
35000,0,0,0,0,2,2,1,4,35,12,37
45000,0,0,0,0,2,1,0,4,43,12,50
9000,0,0,0,0,2,1,1,3,33,11,30
0,0,0,0,0,2,1,0,4,72,0,0
25000,0,0,0,0,1,4,1,4,23,12,35
6400,0,0,0,0,2,4,0,3,22,8,20
0,-9,1,0,0,2,3,0,2,49,0,0
0,0,1,0,0,1,3,0,1,41,0,0
50000,0,0,0,0,2,2,1,4,55,12,35
30000,-5,0,0,0,2,4,1,3,40,12,40
0,160000,0,0,0,2,1,0,4,34,12,50
100000,40000,0,0,0,1,1,0,3,52,12,45
3000,0,0,0,0,1,2,0,2,21,7,30
70000,-9,0,0,0,2,1,0,4,63,10,40
7200,0,0,1,0,2,3,1,2,29,12,40
3600,0,0,0,0,2,2,1,4,22,6,30
0,0,0,0,0,2,1,0,2,45,0,0
-5,-5,0,0,0,1,1,0,4,41.3242301940918,12,50
52000,0,0,0,0,2,1,0,3,50,12,40
50000,350000,0,0,0,2,1,1,4,37,12,60
0,0,0,0,0,1,2,1,2,51,0,0
35000,0,0,0,0,2,1,0,3,36,12,40
0,0,1,0,0,2,2,0,1,39,0,0
35000,0,0,0,0,2,2,0,2,64,12,40
35000,50000,0,0,0,1,1,0,4,27,12,40
150000,0,0,0,0,2,1,0,4,66,12,40
0,0,0,0,0,2,1,0,4,60,0,0
40000,0,0,0,0,1,4,1,4,55,12,35
-5,0,0,0,0,1,4,1,3,53,9,50
-5,-5,0,0,0,2,1,0,4,50,12,45
0,35000,0,0,0,2,3,1,3,26,12,40
0,0,0,0,0,2,3,1,1,73,0,0
0,0,0,0,0,2,3,0,2,85,0,0
20000,29000,0,0,0,2,2,1,2,46,12,45
-5,0,0,0,0,2,1,0,2,18,12,50
0,0,0,0,0,1,2,1,2,34,0,0
100000,0,0,0,0,1,1,0,4,75,12,42.2999992370605
-5,0,0,0,0,2,2,1,1,50,12,12
8000,17500,0,0,0,2,NA,0,3,28,12,42.2999992370605
0,0,0,0,0,1,1,0,4,42,0,0
9600,0,0,0,0,2,3,1,2,36,6,10
70000,60000,0,0,0,2,1,0,3,45,12,50
0,-5,0,0,0,2,1,0,2,40,12,42.2999992370605
54000,0,0,0,0,2,1,0,2,61,4,40
40000,55000,0,0,0,2,1,0,4,24,12,60
0,0,0,0,0,2,2,0,3,70,0,0
30000,0,1,0,0,2,3,0,2,46,6,60
42000,70000,0,0,0,2,2,1,2,33,12,60
2400,0,0,0,0,1,4,NA,3,18,12,40
130000,0,0,0,0,1,1,0,4,53,12,40
19000,41000,0,0,0,2,2,1,1,51,12,40
0,0,0,0,0,2,1,0,3,20,0,0
-5,0,0,0,0,2,NA,0,3,41.3242301940918,12,40
3640,0,0,0,0,1,2,0,1,18,7,25
19200,0,0,0,0,2,3,0,2,29,12,40
0,0,0,0,0,2,2,1,1,72,0,0
400000,0,0,0,0,2,2,NA,4,50,12,40
4800,0,0,0,0,1,3,1,1,45,12,40
23000,0,0,0,0,1,1,1,2,43,12,60
46000,47000,0,0,0,1,1,0,4,30,12,40
-5,-5,0,0,0,2,4,1,3,53,12,40
52000,45000,0,0,0,2,2,0,4,41.3242301940918,12,40
12000,0,0,0,0,2,1,0,3,21,12,40
0,0,0,0,0,2,3,1,2,49,0,0
75000,95000,0,0,0,2,2,1,4,31,12,50
0,-5,0,0,0,2,1,NA,3,56,12,42.2999992370605
0,0,0,0,0,1,2,0,1,72,0,0
24000,42000,0,0,0,2,1,0,2,24,12,40
-5,0,0,0,0,1,2,1,2,42,12,40
-5,0,0,0,0,1,4,1,2,23,10,40
0,0,0,0,0,2,2,0,4,60,0,0
600,0,0,0,0,2,3,1,3,21,2,10
-5,0,0,0,0,1,1,1,4,37,12,40
-5,0,0,0,0,1,NA,NA,NA,41.3242301940918,12,60
25000,30000,0,0,0,2,2,0,2,27,12,40
40000,60000,0,0,0,2,2,1,3,21,12,45
8000,-5,0,0,0,2,4,1,2,49,9,42.2999992370605
12500,0,0,0,0,2,3,1,3,21,12,40
0,0,0,0,0,2,1,0,4,87,0,0
5000,0,0,0,0,2,3,0,2,18,4,40
20000,2000,0,0,0,1,3,1,2,52,12,40
3000,100000,0,0,0,2,1,1,4,63,12,40
31000,0,0,0,0,2,1,0,4,26,12,40
-5,0,0,0,0,2,4,0,4,26,3,40
0,0,0,0,0,2,2,0,2,49,0,0
35000,0,0,0,0,1,3,1,3,50,11,49
7500,0,0,0,0,2,2,1,2,36,12,70
-5,0,0,0,0,2,3,1,3,55,12,55
12500,0,0,0,0,2,2,0,2,57,12,22
38000,0,0,0,0,2,2,0,3,38,8,40
0,0,0,0,0,2,1,0,4,81,0,0
40000,28000,0,0,0,1,1,0,3,31,12,48
4800,0,0,0,0,2,3,1,2,20,6,40
35000,0,0,0,0,2,1,0,4,29,12,40
6000,100000,0,0,0,2,1,1,4,41,4,50
0,7440,0,0,0,2,1,0,2,23,12,30
0,0,0,1,0,1,3,0,3,56,0,0
0,0,0,0,0,1,1,0,2,65,0,0
50000,20000,0,0,0,2,1,0,2,47,12,40
24000,0,0,0,0,2,4,1,4,64,12,50
0,-5,1,0,0,1,2,0,2,63,12,42.2999992370605
0,0,0,0,0,2,1,1,2,75,0,0
0,0,0,0,0,1,2,0,3,53,0,0
0,31200,1,0,0,2,2,0,2,51,12,40
2520,0,0,0,0,2,3,1,1,39,7,40
0,0,0,0,0,1,3,0,2,47,0,0
0,0,0,0,0,2,1,0,3,55,0,0
75000,0,0,0,0,2,1,0,3,60,3,35
34000,0,0,0,0,2,3,1,4,30,12,35
20000,0,0,0,0,1,2,0,3,27,12,40
17500,-5,0,0,0,2,2,0,3,59,6,32
80000,60000,0,0,0,1,1,1,4,41,12,42.2999992370605
24000,0,0,0,0,1,2,1,1,35,12,40
50000,0,0,0,0,1,1,0,4,56,9,55
-5,-5,0,0,0,2,1,0,4,27,12,42.2999992370605
0,0,1,1,0,2,3,0,2,63,0,0
0,0,0,0,0,2,NA,0,4,81,0,0
63000,0,0,0,0,1,2,0,3,58,12,50
0,0,0,0,0,1,3,0,2,70,0,0
0,0,0,0,0,2,2,NA,NA,70,0,0
0,0,0,0,0,2,1,0,3,60,0,0
0,0,0,0,0,1,2,0,2,72,0,0
0,0,0,0,0,2,1,0,2,81,0,0
70000,0,0,0,0,1,1,1,3,59,12,40
-5,-5,0,0,0,1,1,0,4,48,12,50
32000,45000,0,0,0,1,2,0,3,38,12,40
7500,0,0,0,0,2,1,0,3,38,12,42.2999992370605
0,0,0,0,0,2,3,0,1,65,0,0
9000,60000,0,0,0,2,1,0,4,40,12,40
400000,100000,0,0,0,1,1,0,4,34,12,45
30000,0,0,0,0,1,2,0,2,25,12,40
22500,17500,0,0,0,1,2,0,1,36,12,40
0,0,1,0,0,2,3,1,1,47,0,0
60000,0,0,0,0,1,4,1,4,45,12,40
64000,48000,0,0,0,1,2,0,3,35,12,65
18000,19000,0,0,0,2,1,0,2,33,12,50
65000,45000,0,0,0,2,1,0,3,33,9,45
17500,100000,0,0,0,2,3,1,4,39,12,60
7500,-5,0,0,0,2,3,1,2,19,4,40
10800,0,0,1,0,2,2,0,2,25,12,36
50000,14000,0,0,0,2,4,1,3,42,12,40
5000,45000,0,0,0,2,1,0,4,37,12,40
0,0,1,1,1,2,2,0,2,29,0,0
6000,60000,0,0,0,2,3,0,3,40,12,40
23000,0,0,0,0,2,3,0,3,35,12,35
139000,0,0,0,0,1,1,0,2,37,12,60
0,0,0,0,0,2,1,0,3,57,0,0
22500,25000,0,0,0,2,1,0,3,50,12,40
-5,-5,0,0,0,1,NA,NA,3,41.3242301940918,10,60
6000,0,0,0,0,2,3,0,3,30,12,40
0,0,0,0,0,2,3,0,2,30,0,0
0,-5,0,0,0,2,2,1,2,31,12,42.2999992370605
50000,19000,0,0,0,2,3,0,4,35,12,5
4700,0,0,0,0,1,3,0,1,36,12,40
75000,75000,0,0,0,1,1,0,2,42,12,50
80000,200000,0,0,0,2,1,0,4,41,12,50
20000,0,0,0,0,1,3,1,1,34,12,50
60000,140000,0,0,0,2,1,0,4,43,12,42.2999992370605
45000,100000,0,0,0,2,1,0,4,45,12,50
50000,40000,0,0,0,2,2,0,3,45,12,50
0,0,1,1,0,2,2,0,3,72,0,0
6000,35000,0,0,0,2,3,0,2,35,12,40
55000,60000,0,0,0,1,1,0,3,43,12,45
0,0,0,0,0,2,3,0,1,55,0,0
17500,0,0,1,0,2,3,0,2,25,3,40
-5,33000,0,0,0,2,1,1,2,24,10,45
53000,58000,0,0,0,2,3,0,2,30,12,40
51000,0,0,0,0,2,3,0,3,46,12,50
0,26000,0,0,0,2,2,1,4,30,12,50
24000,32000,0,0,0,2,1,1,4,44,12,44
-5,0,1,0,0,2,2,1,1,41,12,40
35000,18000,0,0,0,1,3,1,1,40,9,40
20000,-5,0,0,0,2,2,0,2,35,12,20
60000,30000,0,0,0,1,1,0,4,40,12,40
0,0,0,0,0,2,2,0,3,35,0,0
0,-5,0,0,0,2,2,1,1,49,12,42.2999992370605
0,0,0,0,0,2,3,0,2,32,0,0
-5,0,0,1,0,2,3,0,1,35,12,40
0,100000,0,0,0,2,1,0,4,37,12,60
27500,0,0,0,0,1,1,1,3,59,12,9
50000,0,0,0,0,2,1,0,4,37,12,40
27000,0,0,0,0,1,4,1,4,34,10,40
7500,7500,0,0,0,2,3,1,1,38,6,32
30000,-9,0,0,0,2,3,1,2,30,12,50
31440,0,0,0,0,2,2,0,2,46,12,42.2999992370605
80000,67000,0,0,0,2,4,0,4,37,11,37
15000,0,0,0,0,2,3,0,3,38,12,40
35000,0,0,0,0,2,2,0,2,59,7,40
27000,60000,0,0,0,2,3,0,3,30,12,70
32000,9000,0,0,0,1,3,1,1,49,12,40
43000,0,0,0,0,2,1,0,4,50,5,35
22800,21000,0,0,0,2,2,0,4,28,12,30
5760,12000,0,0,0,2,3,1,1,24,12,42.2999992370605
32000,0,0,0,0,2,4,1,3,38,12,36
0,60000,0,0,0,1,2,0,2,49,12,36
0,0,0,0,0,2,4,1,NA,41.3242301940918,0,0
37000,29000,0,0,0,2,2,0,2,28,9,44
25000,25000,0,0,0,1,2,0,2,36,10,35
17000,20000,0,0,0,2,4,NA,4,38,12,40
62000,62000,0,0,0,1,4,1,3,40,12,55
60000,0,0,0,0,1,1,1,1,39,12,84
65000,0,0,0,0,2,2,0,4,36,12,37
-5,-5,0,0,0,2,1,0,2,41.3242301940918,12,42.2999992370605
0,60000,0,0,0,2,2,0,3,50,12,46
7000,16000,0,0,0,2,2,0,2,35,12,35
12800,50000,0,0,0,2,3,0,4,48,12,48
0,0,0,0,0,2,2,0,2,53,0,0
18000,0,0,0,0,2,2,0,3,33,12,40
16320,0,0,0,0,2,2,1,1,37,11,45
60000,0,0,0,0,1,1,0,1,43,12,50
45000,-5,0,0,0,1,2,1,3,41,12,40
0,7500,0,0,0,2,4,1,4,36,12,30
37000,35000,0,0,0,1,2,0,2,37,12,40
0,35000,0,0,0,2,1,1,2,20,12,49
